"taxonLabel","uberonLabel","upp_label","uoo_label"
"Aves","feathered ear tuft","mereotopologically related to","feather"
"Aves","feathered ear tuft","mereotopologically related to","integumental system"
"Aves","feathered ear tuft","mereotopologically related to","cytoskeleton"
"Aves","feathered ear tuft","mereotopologically related to","hydron"
"Aves","feathered ear tuft","mereotopologically related to","monoatomic cation"
"Aves","feathered ear tuft","mereotopologically related to","monoatomic ion"
"Aves","feathered ear tuft","mereotopologically related to","inorganic ion"
"Aves","feathered ear tuft","mereotopologically related to","inorganic cation"
"Aves","feathered ear tuft","mereotopologically related to","cation"
"Aves","feathered ear tuft","mereotopologically related to","intracellular anatomical structure"
"Aves","feathered ear tuft","mereotopologically related to","intermediate filament"
"Aves","feathered ear tuft","mereotopologically related to","intracellular membraneless organelle"
"Aves","feathered ear tuft","mereotopologically related to","supramolecular complex"
"Aves","feathered ear tuft","mereotopologically related to","supramolecular fiber"
"Aves","feathered ear tuft","mereotopologically related to","polymeric cytoskeletal fiber"
"Aves","feathered ear tuft","mereotopologically related to","membraneless organelle"
"Aves","feathered ear tuft","mereotopologically related to","intermediate filament cytoskeleton"
"Aves","feathered ear tuft","mereotopologically related to","cutaneous appendage"
"Aves","feathered ear tuft","mereotopologically related to","head"
"Aves","feathered ear tuft","mereotopologically related to","organ"
"Aves","feathered ear tuft","mereotopologically related to","intracellular organelle"
"Aves","feathered ear tuft","mereotopologically related to","keratin filament"
"Aves","feathered ear tuft","mereotopologically related to","supramolecular polymer"
"Aves","feathered ear tuft","mereotopologically related to","anatomical system"
"Aves","feathered ear tuft","mereotopologically related to","monovalent inorganic cation"
"Aves","feathered ear tuft","mereotopologically related to","craniocervical region"
"Aves","feathered ear tuft","has member","integumentary adnexa"
"Aves","feathered ear tuft","mereotopologically related to","integumentary adnexa"
"Aves","feathered ear tuft","mereotopologically related to","organism subdivision"
"Aves","feathered ear tuft","mereotopologically related to","molecular entity"
"Aves","feathered ear tuft","mereotopologically related to","atom"
"Aves","feathered ear tuft","mereotopologically related to","organism or virus or viroid"
"Aves","feathered ear tuft","mereotopologically related to","organismal entity"
"Aves","feathered ear tuft","has member","multicellular anatomical structure"
"Aves","feathered ear tuft","mereotopologically related to","multicellular anatomical structure"
"Aves","feathered ear tuft","has member","organ part"
"Aves","feathered ear tuft","mereotopologically related to","organ part"
"Aves","feathered ear tuft","mereotopologically related to","anterior region of body"
"Aves","feathered ear tuft","has member","anatomical projection"
"Aves","feathered ear tuft","mereotopologically related to","anatomical projection"
"Aves","feathered ear tuft","mereotopologically related to","subdivision of organism along main body axis"
"Aves","feathered ear tuft","has member","integumentary projection"
"Aves","feathered ear tuft","mereotopologically related to","integumentary projection"
"Aves","feathered ear tuft","has member","morphological feature"
"Aves","feathered ear tuft","mereotopologically related to","morphological feature"
"Aves","feathered ear tuft","mereotopologically related to","main body axis"
"Aves","feathered ear tuft","mereotopologically related to","body proper"
"Aves","feathered ear tuft","mereotopologically related to","hydrogen atom"
"Aves","feathered ear tuft","mereotopologically related to","main group molecular entity"
"Aves","feathered ear tuft","mereotopologically related to","lepton"
"Aves","feathered ear tuft","mereotopologically related to","monoatomic monocation"
"Aves","feathered ear tuft","mereotopologically related to","monoatomic hydrogen"
"Aves","feathered ear tuft","mereotopologically related to","elemental hydrogen"
"Aves","feathered ear tuft","mereotopologically related to","nonmetal atom"
"Aves","feathered ear tuft","mereotopologically related to","monoatomic entity"
"Aves","feathered ear tuft","mereotopologically related to","nucleon"
"Aves","feathered ear tuft","mereotopologically related to","elemental molecular entity"
"Aves","feathered ear tuft","mereotopologically related to","main group element atom"
"Aves","feathered ear tuft","mereotopologically related to","s-block element atom"
"Aves","feathered ear tuft","mereotopologically related to","fundamental particle"
"Aves","feathered ear tuft","mereotopologically related to","s-block molecular entity"
"Aves","feathered ear tuft","mereotopologically related to","baryon"
"Aves","feathered ear tuft","has_part","independent continuant"
"Aves","feathered ear tuft","overlaps","independent continuant"
"Aves","feathered ear tuft","overlaps","independent continuant"
"Aves","feathered ear tuft","has_part","cell"
"Aves","feathered ear tuft","overlaps","cell"
"Aves","feathered ear tuft","overlaps","cell"
